Solver	Executable.team	Problem	Instance	Exit-code	Exec-Status	Checker-out	Time(user+sys)	Memory-Usage	Time-Limit	Memory-Limit	Real	TrackFormula	Track	RESULT	SCORE	RESULT_IN_MARATHON	SCORE-MARATHON
me-asp	me-asp.competition.4.aspcomp	MaximalCliqueProblem	16-Maximal_Clique-1000-0.asp	30	complete	OK 809@0	1102.27	84.6	1200	12288	1104.61	T3	T3	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	MaximalCliqueProblem	35-Maximal_Clique-1500-0.asp	143	out of time	OK 1227@0	10800.87	490.7	10800	12288	10809.546	T3	T3	out of time	0	out of time	0
me-asp	me-asp.competition.5.aspcomp	MaximalCliqueProblem	17-Maximal_Clique-1100-0.asp	30	complete	OK 885@0	1261.59	106.4	10800	12288	1264.072	T3	T3	out of time	0	solved	5
me-asp	me-asp.competition.5.aspcomp	MaximalCliqueProblem	45-Maximal_Clique-1800-0.asp	143	out of time	OK 1449@0	10800.95	673.4	10800	12288	10809.834	T3	T3	out of time	0	out of time	0
me-asp	me-asp.competition.6.aspcomp	MaximalCliqueProblem	22-Maximal_Clique-1200-0.asp	30	complete	OK 960@0	1976.98	169.5	10800	12288	1980.355	T3	T3	out of time	0	solved	5
me-asp	me-asp.competition.6.aspcomp	MaximalCliqueProblem	56-Maximal_Clique-2000-0.asp	143	out of time	OK 1610@0	10800.82	725.9	10800	12288	10809.661	T3	T3	out of time	0	out of time	0
me-asp	me-asp.competition.7.aspcomp	MaximalCliqueProblem	26-Maximal_Clique-1300-0.asp	30	complete	OK 1040@0	7463.03	209.5	10800	12288	7470.589	T3	T3	out of time	0	solved	5
me-asp	me-asp.competition.7.aspcomp	MaximalCliqueProblem	62-Maximal_Clique-2200-0.asp	143	out of time	OK 1761@0	10800.3	900.4	10800	12288	10810.265	T3	T3	out of time	0	out of time	0
me-asp	me-asp.competition.0.aspcomp	MinimalDiagnosis	0045-minimal_diagnosis-199-0.asp	20	complete	NOT_CHECKED	3.35	203.6	1200	12288	3.767	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.0.aspcomp	MinimalDiagnosis	0213-minimal_diagnosis-299-0.asp	10	complete	OK	22.76	450.2	1200	12288	23.542	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.0.aspcomp	MinimalDiagnosis	0236-minimal_diagnosis-299-0.asp	20	complete	NOT_CHECKED	5.25	273.7	1200	12288	5.781	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.1.aspcomp	MinimalDiagnosis	0054-minimal_diagnosis-199-0.asp	30	complete	OK	2.12	77.1	1200	12288	2.452	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.1.aspcomp	MinimalDiagnosis	0080-minimal_diagnosis-199-0.asp	20	complete	NOT_CHECKED	2.45	134.7	1200	12288	2.703	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.1.aspcomp	MinimalDiagnosis	0196-minimal_diagnosis-274-0.asp	10	complete	OK	5.67	243.5	1200	12288	6.188	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	MinimalDiagnosis	0185-minimal_diagnosis-274-0.asp	10	complete	OK	4.22	201.5	1200	12288	4.592	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	MinimalDiagnosis	0205-minimal_diagnosis-299-0.asp	20	complete	NOT_CHECKED	11.09	443.9	1200	12288	11.894	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	MinimalDiagnosis	0207-minimal_diagnosis-299-0.asp	10	complete	OK	18.45	430.2	1200	12288	19.24	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	MinimalDiagnosis	0189-minimal_diagnosis-274-0.asp	10	complete	OK	4.42	229	1200	12288	4.877	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	MinimalDiagnosis	0210-minimal_diagnosis-299-0.asp	30	complete	OK	19.44	407.6	1200	12288	20.061	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	MinimalDiagnosis	0211-minimal_diagnosis-299-0.asp	20	complete	NOT_CHECKED	7.22	372.5	1200	12288	7.877	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	MinimalDiagnosis	0212-minimal_diagnosis-299-0.asp	20	complete	NOT_CHECKED	8.34	417.1	1200	12288	9.006	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	MinimalDiagnosis	0225-minimal_diagnosis-299-0.asp	10	complete	OK	1.51	109	1200	12288	1.919	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	MinimalDiagnosis	0228-minimal_diagnosis-299-0.asp	30	complete	OK	2.34	77.2	1200	12288	2.809	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	MinimalDiagnosis	0240-minimal_diagnosis-299-0.asp	10	complete	OK	7.86	339.9	1200	12288	8.507	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	MinimalDiagnosis	0232-minimal_diagnosis-299-0.asp	10	complete	OK	3.71	186.5	1200	12288	4.067	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	MinimalDiagnosis	0244-minimal_diagnosis-299-0.asp	30	complete	OK	4	128	1200	12288	4.425	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	MinimalDiagnosis	0029-minimal_diagnosis-174-0.asp	10	complete	OK	4.27	119.4	1200	12288	4.613	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	MinimalDiagnosis	0234-minimal_diagnosis-299-0.asp	10	complete	OK	3.71	203.9	1200	12288	4.102	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.0.aspcomp	PartnerUnits	119-partner_units_polynomial-100-0.asp	143	out of time	ECODE_INVALID_143	10800.23	404.9	10800	12288	10808.261	T2	T2	out of time	0	out of time	0
me-asp	me-asp.competition.0.aspcomp	PartnerUnits	95-partner_units-100-0.asp	10	complete	OK	55.54	92.1	1200	12288	56.73	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.1.aspcomp	PartnerUnits	121-partner_units_polynomial-100-0.asp	143	out of time	ECODE_INVALID_143	10800.73	502.4	10800	12288	10808.629	T2	T2	out of time	0	out of time	0
me-asp	me-asp.competition.1.aspcomp	PartnerUnits	151-partner_units-100-0.asp	10	complete	OK	10.49	92.5	1200	12288	11.167	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	PartnerUnits	55-partner_units_polynomial-100-0.asp	143	out of time	ECODE_INVALID_143	10800.19	535.5	10800	12288	10808.255	T2	T2	out of time	0	out of time	0
me-asp	me-asp.competition.2.aspcomp	PartnerUnits	96-partner_units-100-0.asp	10	complete	OK	5.3	92.7	1200	12288	5.911	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	PartnerUnits	56-partner_units_polynomial-100-0.asp	143	out of time	ECODE_INVALID_143	10800.15	307.8	10800	12288	10808.169	T2	T2	out of time	0	out of time	0
me-asp	me-asp.competition.3.aspcomp	PartnerUnits	99-partner_units-100-0.asp	10	complete	OK	17.02	92.4	1200	12288	17.706	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	PartnerUnits	135-partner_units-100-0.asp	10	complete	OK	1074.46	180.1	1200	12288	1076.375	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	PartnerUnits	26-partner_units_polynomial-60-0.asp	10	complete	OK	26.79	42.7	1200	12288	28.965	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	PartnerUnits	62-partner_units_polynomial-100-0.asp	143	out of time	ECODE_INVALID_143	10800.16	364.7	10800	12288	10808.094	T2	T2	out of time	0	out of time	0
me-asp	me-asp.competition.5.aspcomp	PartnerUnits	160-partner_units-100-0.asp	10	complete	OK	64.13	94.5	1200	12288	65.316	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	PartnerUnits	174-partner_units_polynomial-45-0.asp	10	complete	OK	4.77	29	1200	12288	5.159	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	PartnerUnits	63-partner_units_polynomial-100-0.asp	143	out of time	ECODE_INVALID_143	10800.5	326.4	10800	12288	10808.329	T2	T2	out of time	0	out of time	0
me-asp	me-asp.competition.6.aspcomp	PartnerUnits	195-partner_units_polynomial-60-0.asp	10	complete	OK	1.9	35.4	1200	12288	2.203	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	PartnerUnits	41-partner_units_polynomial-79-0.asp	20	complete	NOT_CHECKED	3286.55	157.9	10800	12288	3289.94	T2	T2	out of time	0	solved	5
me-asp	me-asp.competition.6.aspcomp	PartnerUnits	64-partner_units_polynomial-100-0.asp	143	out of time	ECODE_INVALID_143	10800.25	401.7	10800	12288	10808.161	T2	T2	out of time	0	out of time	0
me-asp	me-asp.competition.7.aspcomp	PartnerUnits	108-partner_units-100-0.asp	10	complete	OK	4.33	91.1	1200	12288	4.771	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	PartnerUnits	35-partner_units_polynomial-40-0.asp	20	complete	NOT_CHECKED	5.73	24.6	1200	12288	6.056	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	PartnerUnits	68-partner_units_polynomial-100-0.asp	143	out of time	ECODE_INVALID_143	10800.52	415	10800	12288	10808.54	T2	T2	out of time	0	out of time	0
me-asp	me-asp.competition.0.aspcomp	QualitativeSpatialReasoning	0041-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	4.04	202.5	1200	12288	4.345	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.0.aspcomp	QualitativeSpatialReasoning	0125-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	33.54	1029.1	1200	12288	35.006	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.1.aspcomp	QualitativeSpatialReasoning	0043-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	3.99	196.3	1200	12288	4.408	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.1.aspcomp	QualitativeSpatialReasoning	0134-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	25.91	1039.6	1200	12288	27.384	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	QualitativeSpatialReasoning	0044-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	9.53	206.4	1200	12288	10.226	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	QualitativeSpatialReasoning	0155-ia_dsj-0-0.asp	10	complete	OK	86.5	1070.7	1200	12288	87.889	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	QualitativeSpatialReasoning	0057-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	3.78	200.6	1200	12288	4.104	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	QualitativeSpatialReasoning	0136-ia_dsj-0-0.asp	10	complete	OK	189.45	1053.7	1200	12288	191.1	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	QualitativeSpatialReasoning	0006-ia_dsj-0-0.asp	10	complete	OK	1.04	68.9	1200	12288	1.25	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	QualitativeSpatialReasoning	0100-ia_dsj-0-0.asp	10	complete	OK	333.5	1619.6	1200	12288	336.452	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	QualitativeSpatialReasoning	0152-ia_dsj-0-0.asp	10	complete	OK	166.66	1050.3	1200	12288	168.306	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	QualitativeSpatialReasoning	0104-ia_dsj-0-0.asp	10	complete	OK	324.13	1595.1	1200	12288	326.721	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	QualitativeSpatialReasoning	0150-ia_dsj-0-0.asp	10	complete	OK	316.54	1064	1200	12288	318.219	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	QualitativeSpatialReasoning	0154-ia_dsj-0-0.asp	10	complete	OK	378.32	1053.8	1200	12288	380.012	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	QualitativeSpatialReasoning	0103-ia_dsj-0-0.asp	10	complete	OK	360.04	1567.8	1200	12288	363.186	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	QualitativeSpatialReasoning	0107-ia_dsj-0-0.asp	10	complete	OK	298.65	1650.1	1200	12288	301.454	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	QualitativeSpatialReasoning	0121-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	141.1	1025.1	1200	12288	142.726	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	QualitativeSpatialReasoning	0111-ia_dsj-0-0.asp	10	complete	OK	255.76	1631	1200	12288	259.345	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	QualitativeSpatialReasoning	0118-ia_dsj-0-0.asp	10	complete	OK	364.36	1618.5	1200	12288	366.956	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	QualitativeSpatialReasoning	0132-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	308.59	1039.9	1200	12288	310.33	T2	T2	solved	5	solved	5
me-asp	me-asp.competition.0.aspcomp	Reachability	0028-reachability-0-0.asp	10	complete	WARN	197.14	5477.3	1200	12288	201.479	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.0.aspcomp	Reachability	0049-reachability-0-0.asp	10	complete	WARN	245.03	7051.2	1200	12288	252.408	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.1.aspcomp	Reachability	0029-reachability-0-0.asp	10	complete	WARN	126.45	4079.8	1200	12288	130.439	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.1.aspcomp	Reachability	0052-reachability-0-0.asp	10	complete	WARN	170.03	5307.4	1200	12288	177.844	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.2.aspcomp	Reachability	0031-reachability-0-0.asp	10	complete	WARN	184.06	5510.8	1200	12288	187.929	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.2.aspcomp	Reachability	0055-reachability-0-0.asp	10	complete	WARN	264.56	7206.7	1200	12288	270.896	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.3.aspcomp	Reachability	0032-reachability-0-0.asp	10	complete	WARN	170.89	5511	1200	12288	174.452	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.3.aspcomp	Reachability	0056-reachability-0-0.asp	10	complete	WARN	176.91	6559.3	1200	12288	186.896	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.4.aspcomp	Reachability	0021-reachability-0-0.asp	10	complete	WARN	115.71	3914.6	1200	12288	118.779	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.4.aspcomp	Reachability	0034-reachability-0-0.asp	10	complete	WARN	110.52	4031.9	1200	12288	112.85	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.4.aspcomp	Reachability	0057-reachability-0-0.asp	10	complete	WARN	260.18	8807.1	1200	12288	268.756	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.5.aspcomp	Reachability	0024-reachability-0-0.asp	10	complete	WARN	198.97	5443.2	1200	12288	202.382	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.5.aspcomp	Reachability	0035-reachability-0-0.asp	10	complete	WARN	107.69	4015.9	1200	12288	112.877	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.5.aspcomp	Reachability	0058-reachability-0-0.asp	10	complete	WARN	205.53	6622.8	1200	12288	214.379	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.6.aspcomp	Reachability	0026-reachability-0-0.asp	10	complete	WARN	109.89	4056.3	1200	12288	114.635	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.6.aspcomp	Reachability	0036-reachability-0-0.asp	10	complete	WARN	115.57	4016	1200	12288	119.745	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.6.aspcomp	Reachability	0059-reachability-0-0.asp	10	complete	WARN	261.1	8889.5	1200	12288	269.272	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.7.aspcomp	Reachability	0027-reachability-0-0.asp	10	complete	WARN	186.04	5476.6	1200	12288	191.041	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.7.aspcomp	Reachability	0037-reachability-0-0.asp	10	complete	WARN	190.81	5544.8	1200	12288	196.268	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.7.aspcomp	Reachability	0060-reachability-0-0.asp	10	complete	WARN	204.63	6686	1200	12288	216.035	T2	T2	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.0.aspcomp	SemistableModels	114-semistable-0-0.asp	30	complete	OK	50.39	2627.4	1200	12288	52.413	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.0.aspcomp	SemistableModels	123-semistable-0-0.asp	1	out of memory	ECODE_INVALID_1	287.01	12506.6	1200	12288	316.019	T4	T4	out of memory	0	out of memory	0
me-asp	me-asp.competition.1.aspcomp	SemistableModels	031-semistable-149-0.asp	30	complete	OK	72.1	3010.9	1200	12288	74.656	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.1.aspcomp	SemistableModels	115-semistable-0-0.asp	30	complete	OK	48.69	2627.2	1200	12288	51.133	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	SemistableModels	088-semistable-299-0.asp	30	complete	OK	163.17	7186.1	1200	12288	167.419	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	SemistableModels	092-semistable-0-0.asp	30	complete	OK	46.1	2627.2	1200	12288	47.867	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	SemistableModels	100-semistable-0-0.asp	30	complete	OK	43.83	2628.9	1200	12288	45.612	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	SemistableModels	152-semistable-24-1.asp	30	complete	OK	1.68	136.2	1200	12288	1.906	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	SemistableModels	093-semistable-0-0.asp	30	complete	OK	59.36	2626.6	1200	12288	61.744	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	SemistableModels	097-semistable-0-0.asp	30	complete	OK	66.18	2626.2	1200	12288	68.853	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	SemistableModels	137-semistable-0-0.asp	1	out of memory	ECODE_INVALID_1	318.18	12299	1200	12288	357.792	T4	T4	out of memory	0	out of memory	0
me-asp	me-asp.competition.5.aspcomp	SemistableModels	083-semistable-299-0.asp	30	complete	OK	354.07	11984.4	1200	12288	365.461	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	SemistableModels	105-semistable-0-0.asp	30	complete	OK	49.75	2624.1	1200	12288	51.391	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	SemistableModels	154-semistable-15-1.asp	30	complete	OK	0.31	40.3	1200	12288	0.486	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	SemistableModels	113-semistable-0-0.asp	30	complete	OK	44.98	2626.8	1200	12288	46.77	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	SemistableModels	121-semistable-0-0.asp	1	out of memory	ECODE_INVALID_1	228.96	12323.6	1200	12288	249.42	T4	T4	out of memory	0	out of memory	0
me-asp	me-asp.competition.6.aspcomp	SemistableModels	147-semistable-0-0.asp	1	out of memory	ECODE_INVALID_1	332.58	12301.7	1200	12288	376.86	T4	T4	out of memory	0	out of memory	0
me-asp	me-asp.competition.7.aspcomp	SemistableModels	077-semistable-274-0.asp	30	complete	OK	318.03	10856	1200	12288	331.982	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	SemistableModels	098-semistable-0-0.asp	30	complete	OK	42.97	2624.6	1200	12288	44.636	T4	T4	solved	5	solved	5
me-asp	me-asp.competition.7.aspcomp	SemistableModels	145-semistable-0-0.asp	1	out of memory	ECODE_INVALID_1	354.88	12295.3	1200	12288	405.893	T4	T4	out of memory	0	out of memory	0
me-asp	me-asp.competition.0.aspcomp	StableMarriage	24-stable_marriage-0-0.asp	10	complete	OK	1694.12	2055.3	10800	12288	1696.905	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.0.aspcomp	StableMarriage	61-stable_marriage-0-0.asp	10	complete	OK	5811.19	2034.4	10800	12288	5817.906	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.1.aspcomp	StableMarriage	55-stable_marriage-0-0.asp	10	complete	OK	870.52	1277.9	10800	12288	873.413	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.1.aspcomp	StableMarriage	63-stable_marriage-0-0.asp	10	complete	OK	1658.41	2034.3	10800	12288	1663.68	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.2.aspcomp	StableMarriage	56-stable_marriage-0-0.asp	10	complete	OK	1007	1708.8	1200	12288	1010.879	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.2.aspcomp	StableMarriage	72-stable_marriage-0-0.asp	134	complete	ECODE_INVALID_134	101.99	111.9	10800	12288	103.782	T1	T1	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.3.aspcomp	StableMarriage	31-stable_marriage-0-0.asp	10	complete	OK	488.05	944.5	1200	12288	489.991	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.3.aspcomp	StableMarriage	73-stable_marriage-0-0.asp	10	complete	OK	1329.67	2030.1	10800	12288	1334.121	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.4.aspcomp	StableMarriage	35-stable_marriage-0-0.asp	10	complete	OK	374.28	964	1200	12288	376.821	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	StableMarriage	37-stable_marriage-0-0.asp	10	complete	OK	944.19	1261.2	1200	12288	947.12	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.4.aspcomp	StableMarriage	74-stable_marriage-0-0.asp	10	complete	OK	1593.43	2033.5	10800	12288	1597.824	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.5.aspcomp	StableMarriage	23-stable_marriage-0-0.asp	20	complete	NOT_CHECKED	157.01	1851.2	1200	12288	159.492	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	StableMarriage	4-stable_marriage-0-0.asp	10	complete	OK	656.14	962.2	1200	12288	658.948	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.5.aspcomp	StableMarriage	7-stable_marriage-0-0.asp	10	complete	OK	1080.21	1772.4	1200	12288	1084.059	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	StableMarriage	18-stable_marriage-0-0.asp	143	out of time	ECODE_INVALID_143	10800.5	2198.6	10800	12288	10811.416	T1	T1	out of time	0	out of time	0
me-asp	me-asp.competition.6.aspcomp	StableMarriage	53-stable_marriage-0-0.asp	10	complete	OK	388.7	917.9	1200	12288	391.404	T1	T1	solved	5	solved	5
me-asp	me-asp.competition.6.aspcomp	StableMarriage	8-stable_marriage-0-0.asp	10	complete	OK	1372.02	1850.6	10800	12288	1376.087	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.7.aspcomp	StableMarriage	12-stable_marriage-0-0.asp	10	complete	OK	1463.17	2033.5	10800	12288	1468.12	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.7.aspcomp	StableMarriage	41-stable_marriage-0-0.asp	10	complete	OK	1658.1	2032.8	10800	12288	1662.159	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.7.aspcomp	StableMarriage	9-stable_marriage-0-0.asp	10	complete	OK	1528.83	2034.3	10800	12288	1535.051	T1	T1	out of time	0	solved	5
me-asp	me-asp.competition.0.aspcomp	StrategicCompanies	0005-strategic_companies-0-0.asp	10	complete	WARN	2.24	25.9	1200	12288	2.524	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.0.aspcomp	StrategicCompanies	0018-strategic_companies-0-0.asp	10	complete	WARN	11.72	25.5	1200	12288	12.29	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.1.aspcomp	StrategicCompanies	0006-strategic_companies-0-0.asp	10	complete	WARN	2.82	23	1200	12288	3.078	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.1.aspcomp	StrategicCompanies	0019-strategic_companies-0-0.asp	10	complete	WARN	11.78	25.2	1200	12288	12.403	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.2.aspcomp	StrategicCompanies	0007-strategic_companies-0-0.asp	10	complete	WARN	3.04	21.5	1200	12288	3.292	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.2.aspcomp	StrategicCompanies	0020-strategic_companies-0-0.asp	10	complete	WARN	10.07	25.4	1200	12288	10.634	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.3.aspcomp	StrategicCompanies	0013-strategic_companies-0-0.asp	10	complete	WARN	8.04	21.8	1200	12288	8.594	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.3.aspcomp	StrategicCompanies	0021-strategic_companies-0-0.asp	10	complete	WARN	10.04	26.1	1200	12288	10.613	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.4.aspcomp	StrategicCompanies	0001-strategic_companies-0-0.asp	10	complete	WARN	0.42	25.5	1200	12288	0.586	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.4.aspcomp	StrategicCompanies	0014-strategic_companies-0-0.asp	10	complete	WARN	8.45	21.8	1200	12288	9.005	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.4.aspcomp	StrategicCompanies	0022-strategic_companies-0-0.asp	10	complete	WARN	24.6	26	1200	12288	25.679	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.5.aspcomp	StrategicCompanies	0002-strategic_companies-0-0.asp	10	complete	WARN	2.42	22.8	1200	12288	2.677	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.5.aspcomp	StrategicCompanies	0015-strategic_companies-0-0.asp	10	complete	WARN	4.05	22.7	1200	12288	4.367	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.5.aspcomp	StrategicCompanies	0024-strategic_companies-0-0.asp	10	complete	WARN	26.85	26.1	1200	12288	27.983	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.6.aspcomp	StrategicCompanies	0003-strategic_companies-0-0.asp	10	complete	WARN	2.2	23.1	1200	12288	2.453	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.6.aspcomp	StrategicCompanies	0016-strategic_companies-0-0.asp	10	complete	WARN	3.74	25.9	1200	12288	4.003	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.6.aspcomp	StrategicCompanies	0025-strategic_companies-0-0.asp	10	complete	WARN	35.68	25.5	1200	12288	36.773	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.7.aspcomp	StrategicCompanies	0004-strategic_companies-0-0.asp	10	complete	WARN	2.75	22.5	1200	12288	3.006	T4	T4	give up ec 1	0	give up ec 1	0
me-asp	me-asp.competition.7.aspcomp	StrategicCompanies	0017-strategic_companies-0-0.asp	10	complete	WARN	9.43	25.9	1200	12288	9.998	T4	T4	give up ec 1	0	give up ec 1	0
